ID,Class,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30
573,0,V2,V1,V5,V1,V4,V3,V3,V2,B,B,C,C,,T,0,1,1,36,,9,455,28792,1,36,2672,4,4,50,1,2
574,1,V2,V6,V2,V2,V3,V3,V2,V2,D,B,C,A,,T,0,1,1,9,,8,1010,75559,1,9,1450,3,2,27,2,1
575,1,V2,V3,V2,V1,V1,V3,V2,V2,D,B,C,A,,T,1,1,1,12,,6,341,84416,1,12,764,4,1,26,1,1
576,0,V2,V6,V5,V0,V3,V2,V1,V2,B,C,A,A,,T,0,1,1,21,,11,267,114489,1,21,2768,4,2,61,2,1
577,0,V4,V2,V5,V1,V1,V3,V2,V4,D,B,C,A,,T,0,1,1,18,27,5,773,35570,1,18,1865,4,2,30,2,1
578,1,V3,V3,V2,V0,V2,V2,V2,V3,A,B,C,D,,T,0,1,1,15,,7,954,138897,1,15,3644,1,4,27,2,1
579,1,V2,V3,V3,V1,V3,V3,V2,V2,D,A,C,C,Y,T,1,1,1,6,,16,1034,100404,1,6,2979,1,2,32,1,1
580,1,V4,V5,V4,V0,V3,V4,V2,V4,D,A,C,A,X,T,1,1,1,36,55,8,481,137423,1,36,5712,4,2,38,2,1
581,0,V0,V3,V2,V4,V2,V3,V1,V0,A,B,C,B,,T,0,1,1,18,,4,1605,95103,1,18,3115,1,4,26,1,1
582,0,V3,V8,V4,V1,V2,V3,V2,V3,B,D,B,A,,T,0,1,1,15,,6,563,105227,1,15,1513,3,3,61,2,1
583,1,V4,V1,V2,V2,V1,V2,V2,V4,D,A,C,A,,T,0,1,1,4,,7,1088,110526,2,4,1545,2,1,42,3,1
584,0,V2,V4,V1,V1,V1,V3,V1,V2,A,B,C,C,,T,0,1,1,24,,9,724,136131,1,24,1372,4,4,25,1,1
585,0,V3,V3,V2,V0,V4,V4,V2,V3,B,C,C,B,,T,1,1,1,18,,9,1236,142352,1,18,4298,4,3,40,1,1
586,1,V3,V1,V1,V0,V4,V3,V3,V3,D,A,C,D,,T,0,1,1,7,,13,888,58943,1,7,847,3,4,36,1,1
587,0,V2,V3,V5,V3,V2,V3,V2,V2,A,C,C,C,,T,0,1,1,24,,9,1085,86168,1,24,2360,1,1,33,1,1
588,0,V3,V3,V2,V3,V2,V4,V2,V3,B,B,C,B,,T,1,1,1,24,,7,1191,57790,1,24,2065,3,2,34,1,1
589,1,V4,V3,V2,V4,V2,V3,V1,V4,A,B,C,B,,T,0,1,1,18,,6,827,86302,1,18,1050,4,4,21,1,1
590,1,V4,V3,V4,V2,V3,V3,V2,V4,B,A,C,A,,T,1,1,1,21,,12,950,123538,1,21,2746,3,2,32,2,1
591,0,V2,V4,V5,V0,V4,V2,V3,V2,C,B,C,A,,T,0,1,1,10,,14,1126,92407,2,10,1241,1,4,48,1,1
592,1,V4,V4,V2,V4,V1,V2,V2,V4,B,A,A,A,,T,0,1,1,12,,8,585,77324,2,12,3125,1,3,49,2,1
593,0,V2,V4,V1,V1,V3,V3,V1,V2,D,A,C,A,X,T,0,1,1,18,,7,966,147064,1,18,6762,2,4,68,2,1
594,1,V2,V4,V4,V1,V2,V3,V2,V2,A,A,C,C,,T,0,1,1,12,,14,752,148674,2,12,3652,1,3,31,1,1
595,1,V2,V8,V5,V1,V1,V2,V2,V2,B,B,C,A,Y,T,0,1,1,15,,8,977,61914,1,15,2632,3,2,25,1,1
596,1,V2,V1,V3,V0,V2,V3,V2,V2,D,A,B,C,,T,1,1,1,15,,8,995,64799,1,15,1214,4,3,47,1,1
597,1,V2,V6,V2,V2,V3,V3,V2,V2,D,A,C,A,,T,1,1,1,12,,9,481,163268,1,12,1543,2,4,36,1,1
598,1,V3,V6,V2,V2,V3,V3,V2,V3,D,A,C,A,,T,0,1,1,27,,11,722,204046,1,27,5118,3,4,26,2,1
599,1,V3,V6,V1,V1,V1,V3,V2,V3,D,A,C,C,,T,1,1,1,24,,10,461,152624,2,24,2979,4,4,32,2,1
600,1,V2,V4,V3,V0,V4,V3,V3,V2,D,B,C,D,,T,0,1,1,15,,20,1006,108269,1,15,5325,1,4,35,1,1
601,0,V2,V3,V2,V1,V2,V2,V2,V2,B,A,C,D,,T,0,1,1,12,,6,1210,84843,1,12,1923,4,2,37,1,1
602,1,V4,V5,V1,V3,V4,V4,V2,V4,D,A,C,D,,T,1,1,1,18,,15,745,101144,1,18,3230,2,4,38,1,1
603,1,V2,V1,V2,V0,V3,V3,V2,V2,D,A,C,C,,T,0,1,1,36,,10,802,68516,1,36,3596,4,2,28,1,1
604,0,V1,V1,V2,V1,V4,V3,V3,V1,A,C,C,B,,T,0,1,1,12,,9,788,110425,1,12,2150,4,1,29,1,1
605,0,V2,V4,V2,V2,V1,V3,V2,V2,A,A,C,C,,T,0,1,1,12,,5,750,101221,1,12,760,4,2,26,1,1
606,1,V2,V3,V2,V1,V1,V3,V2,V2,C,A,C,A,,T,1,1,1,6,49,11,1452,117432,1,6,2117,2,2,41,1,1
607,1,V2,V1,V2,V2,V1,V3,V2,V2,A,B,C,A,,T,0,1,1,18,,11,752,66162,1,18,3510,4,1,25,1,3
608,1,V2,V3,V2,V2,V1,V3,V1,V2,B,B,C,B,,T,0,1,1,18,,10,285,75025,1,18,3002,2,4,40,1,1
609,1,V1,V10,V3,V1,V1,V2,V2,V1,D,B,C,C,,T,0,1,1,12,,10,1352,141782,2,12,3448,4,3,35,1,1
610,1,V2,V5,V1,V4,V1,V3,V1,V2,D,B,C,B,,T,0,1,1,10,,14,374,138582,1,10,2902,1,4,31,1,1
611,1,V2,V5,V1,V0,V3,V4,V2,V2,D,A,C,D,,T,1,1,1,24,,11,366,118075,2,24,6314,3,4,41,1,1
612,1,V3,V1,V2,V1,V1,V3,V2,V3,D,B,C,C,X,T,0,1,1,6,,8,563,124565,1,6,933,3,2,24,1,1
613,1,V2,V5,V1,V1,V3,V3,V2,V2,B,A,C,A,,T,0,1,1,12,,13,451,19388,1,12,2029,4,2,30,1,1
614,1,V2,V3,V2,V1,V1,V3,V2,V2,D,A,C,C,,T,0,1,1,12,,3,1450,31184,1,12,1575,4,2,50,1,1
615,0,V2,V1,V5,V4,V3,V3,V1,V2,B,D,C,A,,T,1,1,1,24,,14,1521,122580,1,24,3093,3,2,22,1,1
616,0,V2,V3,V2,V2,V1,V3,V1,V2,A,B,C,A,,T,0,1,1,30,,16,1310,44364,1,30,2407,4,4,23,1,1
617,1,V2,V1,V1,V0,V3,V3,V2,V2,D,A,C,A,,T,0,1,1,15,,12,724,75357,1,15,1980,4,2,35,1,1
618,1,V0,V3,V2,V0,V2,V3,V2,V0,D,A,C,B,,T,0,1,1,12,,13,1312,124849,1,12,2760,2,4,34,2,1
619,1,V2,V9,V2,V3,V3,V4,V2,V2,A,C,C,A,,T,0,1,1,36,,7,1417,98241,1,36,15858,2,3,43,1,2
620,1,V2,V1,V2,V2,V3,V3,V1,V2,B,A,C,B,,T,0,1,1,36,,6,1417,135852,1,36,2324,4,4,24,1,1
621,1,V3,V9,V5,V3,V4,V4,V3,V3,B,A,C,C,,T,1,1,1,48,,9,1112,54517,1,48,7583,2,4,31,1,1
622,1,V2,V3,V2,V2,V1,V2,V2,V2,D,B,C,D,,T,0,1,1,12,,13,865,157563,1,12,1737,3,4,31,1,1
623,0,V2,V1,V2,V1,V1,V3,V2,V2,C,A,B,A,,T,0,1,1,18,,8,794,70915,1,18,2101,4,2,37,1,2
624,1,V2,V4,V5,V1,V1,V2,V1,V2,D,A,C,D,Y,T,0,2,1,10,,11,1417,104371,1,10,1419,3,2,35,1,1
625,1,V4,V3,V1,V4,V1,V3,V1,V4,A,B,C,A,,T,0,2,1,10,,9,987,91952,1,10,2133,2,3,27,2,2
626,1,V2,V5,V1,V0,V4,V3,V3,V2,D,A,A,B,,T,0,1,1,15,85,12,378,139677,2,15,1301,4,4,45,1,1
627,0,V0,V6,V2,V0,V4,V4,V3,V0,B,B,C,D,,T,1,1,1,27,,9,1163,135878,1,27,8319,2,4,42,2,1
628,1,V4,V6,V1,V2,V4,V3,V2,V4,B,A,C,D,,T,1,1,1,24,,11,1018,121479,2,24,2826,4,3,34,2,1
629,0,V3,V6,V3,V4,V1,V2,V2,V3,D,A,A,B,,T,0,1,1,21,,19,877,94645,2,21,2581,4,2,41,1,1
630,0,V4,V3,V2,V0,V2,V3,V2,V4,A,A,C,D,,T,0,1,1,12,,11,341,24521,1,12,2247,3,3,60,2,1
631,1,V4,V5,V2,V0,V4,V4,V3,V4,A,A,C,C,,T,1,1,1,30,,11,616,99961,2,30,10624,3,4,38,3,1
632,1,V2,V1,V1,V1,V3,V3,V2,V2,B,B,C,B,,T,0,1,1,30,,8,1280,104235,1,30,1716,4,1,26,1,1
633,1,V4,V1,V1,V0,V1,V3,V2,V4,D,A,C,D,,T,1,1,1,12,,9,708,65694,1,12,2332,1,4,49,1,2
634,1,V4,V1,V2,V1,V4,V3,V3,V4,D,A,C,C,,T,1,1,1,15,,6,804,206445,1,15,1472,4,4,35,2,1
635,1,V4,V4,V2,V1,V1,V3,V1,V4,A,A,C,C,,T,0,1,1,6,,8,440,116022,2,6,3677,1,3,37,3,1
636,1,V2,V4,V2,V1,V3,V3,V2,V2,D,B,C,A,,T,1,1,1,10,,17,436,68832,1,10,1365,2,4,64,1,1
637,1,V2,V3,V2,V1,V3,V2,V2,V2,C,B,C,C,,T,0,1,1,12,,10,499,-19149,1,12,2252,1,2,46,1,1
638,1,V4,V3,V3,V1,V1,V3,V2,V4,D,A,C,A,,T,1,1,1,42,,21,678,125331,1,42,4043,4,4,36,2,1
639,1,V4,V3,V4,V2,V2,V3,V2,V4,D,B,C,C,,T,0,2,1,12,,9,764,95701,1,12,1593,3,2,35,1,1
640,1,V4,V5,V2,V3,V4,V4,V3,V4,A,A,C,A,,T,1,1,1,24,,8,984,37848,1,24,6616,2,4,75,2,1
641,1,V2,V1,V2,V1,V3,V3,V2,V2,D,A,C,C,,T,0,1,1,12,,10,958,47810,1,12,1263,3,2,25,1,1
642,0,V2,V8,V2,V4,V4,V2,V1,V2,B,A,C,D,,T,0,1,1,36,,10,736,65584,1,36,2385,4,1,33,1,1
643,1,V2,V3,V2,V1,V2,V2,V2,V2,A,A,C,B,,T,0,1,1,12,34,15,1399,72491,2,12,709,2,3,38,1,3
644,0,V2,V1,V2,V4,V3,V3,V2,V2,B,A,B,A,,T,0,1,1,12,,9,1615,97693,1,12,1332,2,1,22,1,1
645,1,V2,V3,V4,V4,V1,V3,V2,V2,B,B,C,C,,T,0,1,1,11,,5,1516,161662,1,11,1578,4,1,20,1,1
646,0,V4,V1,V2,V4,V2,V2,V2,V4,B,A,C,C,,T,0,1,1,45,,15,1345,131412,1,45,4747,4,2,25,2,1
647,0,V2,V1,V2,V4,V2,V3,V2,V2,B,D,C,A,,T,1,1,1,24,,10,1435,132169,1,24,2040,1,1,22,1,1
648,1,V4,V5,V1,V1,V3,V4,V2,V4,D,A,C,C,,T,1,1,1,36,,11,733,103502,1,36,11055,4,2,30,1,1
649,1,V4,V8,V2,V1,V1,V3,V2,V4,D,C,C,C,,T,1,1,1,24,,7,600,164815,1,24,2059,4,2,33,2,1
650,1,V2,V1,V3,V0,V3,V4,V2,V2,D,C,C,B,,T,1,1,1,24,,9,1088,113503,1,24,,3,2,26,1,1
651,1,V3,V1,V1,V1,V1,V2,V2,V3,B,A,C,B,,T,0,1,1,60,49,12,947,118608,1,60,7419,1,1,27,1,1
652,1,V2,V1,V2,V4,V1,V2,V2,V2,B,D,A,C,,T,0,1,1,12,,9,487,164462,1,12,626,4,1,26,1,3
653,1,V4,V4,V1,V0,V1,V3,V2,V4,B,A,C,B,,T,0,1,1,30,,5,732,83497,1,30,2182,4,4,36,2,1
654,1,V2,V1,V2,V0,V1,V2,V1,V2,A,A,A,C,,T,0,1,1,24,,6,747,129770,1,24,2385,4,4,64,1,1
655,0,V2,V4,V2,V2,V4,V4,V2,V2,B,A,C,D,,T,1,1,1,60,,12,982,107350,1,60,14028,4,2,27,1,1
656,1,V2,V1,V2,V1,V3,V3,V2,V2,A,B,C,A,,T,0,1,1,24,,13,764,141265,1,24,3661,2,4,28,1,1
657,1,V2,V1,V5,V3,V1,V3,V2,V2,D,B,C,A,,T,0,1,1,13,,7,1526,77585,1,13,1410,2,4,64,1,1
658,0,V2,V1,V2,V2,V3,V3,V2,V2,D,A,C,A,,T,0,1,1,9,,5,1707,139350,1,9,1479,4,2,22,1,1
659,1,V3,V6,V3,V1,V3,V3,V2,V3,D,A,C,B,,T,1,1,1,24,,10,995,58891,2,24,2376,4,2,44,2,1
660,0,V2,V4,V2,V4,V4,V4,V3,V2,A,A,C,A,,T,1,1,1,9,,16,1225,102226,1,9,1423,3,2,27,1,1
661,0,V2,V1,V2,V4,V1,V2,V2,V2,C,B,C,B,,T,0,1,1,15,,10,1646,110523,1,15,2328,2,3,25,1,1
662,1,V4,V1,V2,V1,V1,V2,V2,V4,D,A,C,B,,T,0,1,1,24,,9,1797,62700,1,24,2685,4,2,35,2,1
663,0,V2,V1,V1,V2,V3,V4,V2,V2,A,B,C,A,,T,1,1,1,42,,15,1140,56385,1,42,7175,4,3,30,1,1
664,0,V2,V5,V2,V0,V4,V4,V3,V2,B,B,C,A,,T,1,1,1,24,65,16,1084,144632,1,24,12580,4,2,44,1,1
665,0,V1,V3,V2,V0,V3,V3,V2,V1,A,A,A,A,,T,0,1,1,36,,12,291,88628,1,36,2747,4,4,31,1,1
666,1,V1,V1,V4,V1,V1,V3,V1,V1,C,B,C,D,,T,0,1,1,12,,9,1126,82092,1,12,410,3,3,42,2,1
667,1,V2,V4,V5,V2,V3,V4,V2,V2,A,A,C,C,,T,1,1,1,18,,16,2116,132160,2,18,2250,4,3,30,1,1
668,1,V2,V1,V2,V1,V1,V3,V2,V2,B,B,C,B,Y,T,1,1,1,12,,8,1560,100176,1,12,1093,4,4,49,2,3
669,1,V4,V6,V1,V1,V1,V3,V2,V4,B,D,A,C,,T,0,1,1,18,,12,1031,165125,1,18,1888,4,4,28,2,1
670,1,V2,V4,V2,V1,V1,V3,V2,V2,D,A,C,D,Y,T,1,1,1,24,,19,1128,39347,1,24,1394,2,2,31,1,3
671,1,V2,V1,V5,V0,V4,V3,V3,V2,C,B,C,A,,T,1,1,1,24,,11,590,176578,1,24,1378,4,2,47,1,1
672,1,V2,V4,V2,V3,V1,V1,V2,V2,D,B,C,C,,T,1,1,1,6,,15,723,100126,1,6,673,1,4,54,1,1
673,1,V2,V3,V2,V4,V2,V2,V2,V2,D,A,A,D,,T,0,1,1,15,,11,1214,161484,1,15,2709,2,3,27,2,1
674,1,V2,V1,V1,V1,V3,V3,V2,V2,D,B,C,B,,T,0,1,1,36,39,10,138,119616,1,36,2395,4,4,25,1,1
675,1,V2,V1,V2,V1,V1,V3,V2,V2,D,B,C,D,,T,0,1,1,6,92,3,1167,36514,1,6,519,3,1,29,1,1
676,1,V1,V7,V1,V4,V4,V1,V2,V1,B,B,A,C,,T,0,1,1,36,,22,1279,20703,1,36,3991,3,2,29,1,1
677,1,V1,V6,V5,V2,V3,V3,V2,V1,B,A,C,C,,T,0,1,1,48,,10,1091,113121,1,48,3567,4,2,30,1,1
678,1,V4,V6,V2,V2,V2,V3,V2,V4,B,A,C,B,,T,0,1,1,21,,2,571,107979,1,21,3653,2,3,27,2,1
679,1,V2,V5,V2,V1,V3,V4,V1,V2,B,A,C,A,,T,1,1,1,36,,5,932,110887,1,36,6949,2,2,35,1,1
680,0,V2,V4,V1,V1,V2,V3,V2,V2,A,B,C,A,,T,0,1,1,24,,13,1353,141247,1,24,1382,4,2,35,1,1
681,1,V3,V6,V2,V1,V4,V3,V3,V3,D,A,C,D,,T,0,1,1,24,,19,1369,87779,1,24,3864,1,2,32,1,1
682,1,V2,V9,V2,V0,V1,V2,V2,V2,A,B,C,A,,T,1,1,1,24,,8,1073,100651,1,24,1756,4,4,58,1,3
683,1,V2,V1,V2,V2,V1,V3,V2,V2,B,B,C,C,,T,0,1,1,12,,14,799,135160,1,12,2931,2,1,27,1,1
684,1,V1,V3,V3,V1,V1,V3,V2,V1,A,A,B,C,,T,1,1,1,24,,12,1285,92956,1,24,2484,4,4,22,1,1
685,0,V2,V1,V2,V1,V1,V3,V2,V2,A,D,A,B,,T,0,1,1,18,,18,595,175386,1,18,1346,4,3,26,1,1
686,1,V1,V1,V1,V2,V3,V2,V2,V1,C,A,A,A,,T,0,1,1,18,,12,743,63045,1,18,1446,4,4,49,1,1
687,0,V2,V3,V2,V2,V3,V3,V2,V2,B,C,C,C,,T,1,1,1,24,,7,541,-5615,1,24,4058,3,3,43,1,1
688,1,V4,V5,V2,V0,V4,V3,V3,V4,C,A,C,B,,T,0,1,1,42,,10,548,79535,1,42,4797,4,4,56,1,1
689,1,V4,V5,V2,V0,V4,V4,V3,V4,A,B,C,B,,T,1,1,1,24,,6,710,113413,2,24,6420,2,4,44,2,1
690,1,V2,V1,V2,V2,V1,V3,V1,V2,D,D,C,C,,T,0,1,1,6,13,4,1269,85658,1,6,2109,2,2,29,1,1
691,0,V2,V1,V2,V1,V4,V3,V3,V2,A,A,C,D,,T,0,1,1,18,,14,1063,115706,1,18,2601,4,4,65,2,1
692,1,V2,V4,V3,V2,V3,V4,V2,V2,D,B,A,C,,T,0,1,1,21,,15,1176,37446,1,21,2783,1,2,31,1,1
693,1,V2,V1,V2,V0,V3,V3,V2,V2,A,B,C,A,,T,0,1,1,24,,8,2428,102186,1,24,1604,4,4,55,1,1
694,0,V2,V1,V2,V1,V3,V3,V1,V2,A,B,A,A,,T,0,1,1,18,,2,1594,71231,1,18,1883,4,4,25,2,1
695,1,V1,V5,V2,V1,V3,V3,V1,V1,A,B,A,C,,T,0,2,1,24,,6,858,86771,1,24,3633,1,4,22,1,3
696,1,V2,V1,V2,V1,V2,V3,V2,V2,D,D,C,C,,T,0,1,1,24,,1,1658,142341,1,24,1414,4,2,28,1,1
697,1,V2,V1,V1,V0,V2,V3,V2,V2,D,A,C,C,,T,1,1,1,21,,11,1499,116236,1,21,3161,4,3,41,1,1
698,1,V2,V1,V2,V2,V1,V2,V2,V2,B,B,C,B,,T,0,1,1,8,61,14,807,111469,1,8,761,4,2,44,1,3
699,1,V2,V5,V5,V2,V3,V3,V2,V2,D,B,C,B,,T,0,1,1,24,,6,1300,73059,1,24,3489,3,4,23,1,1
700,1,V3,V1,V2,V2,V2,V3,V2,V3,B,A,C,B,,T,0,1,1,11,,1,1339,37379,1,11,4772,2,4,51,1,1
701,1,V2,V3,V2,V1,V1,V3,V2,V2,A,A,C,B,,T,0,1,1,9,,10,1259,150679,1,9,2137,3,2,25,1,1
702,1,V2,V6,V2,V2,V1,V3,V2,V2,D,A,C,B,,T,1,1,1,24,,12,518,136320,1,24,1259,4,1,25,1,1
703,1,V3,V1,V2,V1,V1,V3,V2,V3,D,D,A,D,,T,0,1,1,15,,3,1775,84747,1,15,1479,4,3,33,2,1
704,0,V2,V3,V2,V0,V2,V3,V2,V2,A,A,A,A,,T,0,1,1,36,,14,460,126479,2,36,2713,2,2,41,1,1
705,1,V4,V1,V2,V0,V2,V3,V2,V4,C,A,C,D,,T,0,1,1,30,,11,1087,129680,1,30,3018,4,4,47,1,1
706,1,V2,V8,V2,V3,V3,V3,V2,V2,B,B,C,A,,T,1,1,1,18,,6,1357,125899,1,18,3873,2,4,67,1,1
707,1,V2,V1,V2,V4,V1,V3,V2,V2,B,B,C,A,,T,0,1,1,7,,12,332,91664,1,7,2330,1,1,45,1,3
708,1,V4,V5,V5,V3,V3,V3,V2,V4,B,A,C,D,,T,0,1,1,45,,8,1831,128352,1,45,4577,3,4,27,1,1
709,0,V2,V1,V2,V3,V1,V3,V1,V2,D,B,C,C,Y,T,0,1,1,18,,11,693,99656,1,18,434,3,4,22,1,2
710,1,V2,V4,V4,V4,V1,V1,V2,V2,C,D,C,A,,T,0,2,1,6,,7,1210,117885,1,6,710,2,2,27,1,1
711,1,V2,V8,V2,V4,V2,V2,V2,V2,B,D,C,A,X,T,0,1,1,6,,11,399,77942,1,6,455,3,1,22,1,1
712,0,V2,V1,V2,V4,V1,V3,V1,V2,B,D,C,B,,T,0,1,1,12,,7,1587,79912,1,12,1535,1,1,23,1,1
713,1,V2,V1,V2,V1,V1,V3,V1,V2,C,D,C,A,,T,0,1,1,12,,15,1216,88744,1,12,1298,3,4,23,1,1
714,1,V4,V4,V5,V0,V3,V3,V2,V4,C,C,C,D,Y,T,1,1,1,6,,4,1106,62893,2,6,1324,2,4,28,2,1
715,1,V2,V4,V1,V4,V1,V2,V2,V2,C,A,C,C,,T,0,2,1,4,,12,971,85672,2,4,1495,1,2,29,1,1
716,1,V4,V3,V1,V1,V3,V3,V2,V4,D,D,C,C,,T,0,2,1,10,,16,1015,130405,1,10,2070,2,1,26,2,1
717,1,V2,V2,V2,V0,V3,V4,V1,V2,C,A,C,D,,T,1,1,1,15,,6,1113,150026,1,15,1906,4,4,40,1,1
718,1,V4,V1,V2,V1,V2,V3,V2,V4,D,B,C,A,,T,0,1,1,12,,6,1222,87442,1,12,1292,4,2,35,2,1
719,1,V2,V4,V5,V1,V3,V3,V2,V2,B,A,C,C,,T,1,1,1,18,,4,27,166597,1,18,5867,2,2,30,2,1
720,0,V3,V1,V2,V4,V1,V3,V2,V3,A,D,B,C,,T,0,1,1,24,,13,1294,116769,1,24,1025,4,4,48,1,1
721,1,V4,V4,V1,V4,V1,V2,V2,V4,A,A,C,C,,T,0,1,1,6,,11,1608,49729,2,6,4717,1,3,44,2,1
722,1,V2,V7,V1,V4,V1,V3,V2,V2,D,B,C,A,,T,0,1,1,15,,12,929,41062,1,15,875,4,1,24,1,1
723,1,V4,V4,V2,V2,V4,V4,V2,V4,D,A,C,B,Y,T,1,1,1,6,,5,1379,45809,2,6,6762,1,3,45,2,1
724,0,V4,V3,V2,V1,V1,V3,V1,V4,A,B,C,C,,T,0,1,1,18,,8,1509,58989,1,18,2125,4,4,24,2,1
725,1,V2,V5,V1,V0,V1,V4,V2,V2,D,A,C,A,,T,1,1,1,21,,2,989,105071,1,21,2477,4,4,46,1,1
726,1,V3,V2,V1,V1,V3,V3,V1,V3,A,B,C,D,,T,1,1,1,18,,11,279,118903,1,18,8472,1,2,23,2,1
727,1,V2,V5,V2,V1,V2,V3,V2,V2,D,B,A,B,,T,0,1,1,36,,9,444,158041,1,36,8134,1,2,30,1,1
728,1,V4,V1,V2,V2,V1,V2,V2,V4,A,B,C,D,,T,1,1,1,12,,9,1007,79795,1,12,386,4,3,58,4,1
729,1,V2,V1,V2,V0,V2,V3,V2,V2,A,A,C,A,Y,T,0,1,1,30,,14,1018,88611,2,30,2523,1,3,39,1,3
730,0,V1,V4,V2,V3,V4,V1,V1,V1,A,B,C,A,,T,0,1,1,24,1,8,1015,104414,1,24,1194,1,4,29,2,2
731,1,V4,V5,V2,V1,V3,V3,V2,V4,B,A,C,D,,T,1,1,1,36,,10,1119,83167,1,36,5801,3,4,34,2,1
732,1,V2,V4,V1,V0,V2,V2,V2,V2,D,A,C,B,,T,0,2,1,10,,9,1067,138697,1,10,1288,4,2,45,1,2
733,1,V2,V1,V1,V4,V3,V3,V2,V2,D,A,C,D,,T,0,1,1,24,,14,762,108225,1,24,3106,4,2,25,2,1
734,1,V3,V8,V2,V1,V1,V2,V2,V3,B,A,C,C,,T,1,1,1,18,,11,922,129295,2,18,6205,2,4,44,1,1
735,1,V2,V3,V4,V0,V2,V3,V1,V2,A,B,C,B,,T,1,1,1,30,,9,911,99991,1,30,3623,4,4,57,2,1
736,1,V4,V1,V2,V0,V3,V3,V2,V4,D,A,C,A,,T,1,1,1,15,,8,1192,63410,1,15,1830,4,4,46,2,1
737,1,V2,V1,V4,V2,V1,V2,V2,V2,D,C,C,D,,T,0,1,1,12,,13,1385,157422,1,12,3060,2,4,61,1,1
738,1,V4,V1,V1,V2,V1,V3,V2,V4,B,A,A,C,,T,1,1,1,15,65,8,1594,104577,1,15,2729,4,2,35,3,3
739,1,V2,V3,V2,V0,V3,V3,V2,V2,D,A,C,C,,T,0,1,1,9,,12,1426,53953,1,9,1314,1,4,20,1,1
740,0,V2,V4,V2,V0,V1,V3,V2,V2,A,A,C,D,,T,0,1,1,24,,14,1460,104300,1,24,2304,4,1,45,1,2
741,1,V4,V4,V2,V2,V1,V3,V2,V4,D,B,C,C,,T,0,1,1,4,,2,1428,91000,2,4,3381,1,1,37,1,1
742,1,V3,V4,V2,V1,V2,V3,V1,V3,B,B,C,C,,T,0,1,1,36,,13,952,162754,1,36,7433,2,2,54,1,1
743,1,V2,V4,V2,V4,V1,V2,V2,V2,A,A,C,C,,T,1,1,1,6,,7,335,78027,2,6,663,3,4,41,1,1
744,1,V2,V4,V4,V2,V3,V3,V1,V2,D,B,C,D,,T,0,1,1,15,,12,1466,174515,1,15,3187,2,3,20,1,1
745,1,V4,V1,V4,V1,V1,V3,V2,V4,D,A,C,B,,T,0,1,1,18,,12,1181,119987,1,18,1150,4,3,46,2,1
746,1,V4,V3,V2,V2,V3,V3,V1,V4,B,A,C,D,,T,1,1,1,9,,10,1201,91875,1,9,1920,4,3,35,1,1
747,1,V2,V5,V5,V1,V1,V3,V2,V2,D,A,C,C,,T,0,1,1,10,,12,738,103944,2,10,2849,1,2,32,1,2
748,1,V3,V4,V2,V1,V3,V3,V2,V3,C,B,B,C,,T,1,1,1,12,,12,429,122351,1,12,2248,2,2,36,2,1
749,1,V2,V4,V2,V3,V4,V3,V3,V2,A,A,C,D,,T,0,1,1,14,,9,1112,46389,1,14,3974,1,4,22,1,1
750,1,V2,V1,V2,V1,V1,V3,V2,V2,C,A,C,B,,T,1,1,1,36,,14,367,108160,1,36,3914,2,2,23,1,1
751,1,V2,V1,V3,V3,V4,V1,V1,V2,B,B,C,C,,T,0,1,1,24,,9,1322,76848,1,24,3759,1,4,23,1,1
752,1,V2,V1,V3,V0,V3,V4,V2,V2,D,A,A,D,,T,0,1,1,30,,8,422,69313,1,30,2334,4,2,30,1,1
753,0,V4,V3,V2,V4,V3,V2,V2,V4,B,B,A,A,,T,0,1,1,24,,1,1990,58670,1,24,4737,2,4,25,1,1
754,1,V3,V5,V2,V1,V1,V2,V2,V3,D,A,B,A,,T,0,1,1,21,,15,1837,40884,1,21,2994,3,2,28,2,1
755,0,V3,V2,V2,V1,V2,V3,V2,V3,A,A,B,B,,T,1,1,1,36,,10,1642,93482,1,36,6888,4,3,29,1,1
756,1,V2,V1,V2,V2,V3,V4,V1,V2,D,A,C,A,,T,1,1,1,12,,14,1124,82632,2,12,1964,4,2,31,2,1
757,1,V2,V3,V2,V0,V2,V3,V1,V2,A,B,C,B,,T,0,1,1,12,,10,689,7455,1,12,653,4,4,24,1,1
758,1,V4,V4,V1,V0,V4,V4,V3,V4,D,A,A,C,,T,1,1,1,60,,6,937,69116,1,60,13757,2,4,63,1,1
759,1,V4,V3,V3,V2,V3,V3,V1,V4,D,B,C,D,,T,1,1,1,12,,10,1903,79392,1,12,1403,3,4,37,1,1
760,0,V0,V6,V2,V4,V4,V3,V1,V0,B,A,C,C,,T,1,1,1,54,,10,967,77378,1,54,15946,3,4,58,1,1
761,1,V2,V1,V2,V0,V3,V3,V2,V2,D,A,C,D,,T,0,1,1,12,,8,1313,115326,1,12,805,4,4,38,1,1
762,0,V2,V5,V2,V3,V4,V4,V3,V2,B,B,C,A,,T,1,1,1,18,,12,679,42806,1,18,12977,3,4,38,1,1
763,1,V4,V8,V2,V0,V4,V3,V3,V4,D,A,C,C,,T,0,1,1,24,,18,1290,118923,1,24,5508,3,4,44,2,1
